+12138881907,0.06
+12138882330,0.06
+12138544426,0.09
+12138543603,0.09
+12139298541,0.07
+12139294901,0.07
+12137206273,0.06
+12137203773,0.06
+12132237696,0.07
+12132239292,0.07
+12138536561,0.06
+12138537609,0.06
+12134453273,0.07
+12134456877,0.07
+12139335668,0.07
+12139338792,0.07
+12133875752,0.09
+12133879058,0.09
+18016281297,0
+18016283033,0
+18014173783,0
+18014176353,0
+18017469076,0
+18017461621,0
+18015349394,0
+18015341516,0
+18014735312,0
+18014739832,0
+18017211810,0
+18017214237,0
+18012572296,0
+18012572697,0
+18018562232,0
+18018564729,0
+18017154269,0
+18017155926,0
+17734491346,0
+17734493401,0
+17738308129,0
+17738309227,0
+17739299903,0
+17739299416,0
+17736463875,0
+17736462918,0
+17736669989,0
+17736666228,0
+17737875687,0
+17737878421,0
+17736945145,0
+17736943076,0
+17735832897,0
+17735833465,0
+17735866436,0
+17735864468,0
+19505233331,0
+19505233160,0
+19506682977,0
+19506686219,0
+19505817180,0
+19505816385,0
+19505922707,0
+19505926662,0
+19503846846,0
+19503843477,0
+19503034380,0
+19503036443,0
+19503716253,0
+19503716816,0
+19506557412,0
+19506556456,0
+19505321898,0
+19505329734,0
+14815932109,0.06
+14815931670,0.06
+14817944353,0.07
+14817941775,0.07
+14816129262,0.08
+14816122151,0.08
+14813748238,0.06
+14813744893,0.06
+14812036585,0.08
+14812032021,0.08
+14812777525,0.07
+14812777308,0.07
+14812491982,0.07
+14812493475,0.07
+14814246788,0.07
+14814246229,0.07
+14815535238,0.07
+14815535141,0.07
+14235244135,0.02
+14235247855,0.02
+14233293121,0.02
+14233292260,0.02
+14234823990,0.02
+14234824801,0.02
+14233136054,0.04
+14233135539,0.04
+14237514278,0.03
+14237515032,0.03
+14237988180,0.04
+14237987607,0.04
+14234504628,0.02
+14234505185,0.02
+14236847985,0.02
+14236848079,0.02
+14238283833,0.04
+14238283644,0.04
+16298708915,0.07
+16298705349,0.07
+16298727198,0.07
+16298722308,0.07
+16299988103,0.08
+16299985079,0.08
+16297125212,0.07
+16297127606,0.07
+16296117555,0.07
+16296113247,0.07
+16299938804,0.07
+16299935966,0.07
+16294199858,0.07
+16294196321,0.07
+16292386153,0.07
+16292387019,0.07
+16297157901,0.08
+16297152649,0.08
+19423504664,0.02
+19423505560,0.02
+19427348256,0.03
+19427346092,0.03
+19427018189,0.03
+19427012720,0.03
+19425203404,0.03
+19425206366,0.03
+19428272482,0.03
+19428271260,0.03
+19428979892,0.03
+19428973297,0.03
+19429694318,0.04
+19429694337,0.04
+19424825518,0.04
+19424827503,0.04
+19425897493,0.03
+19425893370,0.03
+19657748083,0
+19657747929,0
+19652725479,0
+19652723390,0
+19657065787,0
+19657068197,0
+19656881213,0
+19656885431,0
+19658463953,0
+19658462007,0
+19659221661,0
+19659226094,0
+19659037280,0
+19659034081,0
+19652869200,0
+19652865337,0
+19654448085,0
+19654443484,0
+15746582159,0
+15746584387,0
+15747067159,0
+15747067995,0
+15749816650,0
+15749813735,0
+15743292116,0
+15743291520,0
+15745934144,0
+15745932582,0
+15744439098,0
+15744433137,0
+15747169101,0
+15747164253,0
+15744778934,0
+15744772005,0
+15743792021,0
+15743793367,0
+18543944257,0.05
+18543944970,0.05
+18549061589,0.05
+18549066877,0.05
+18543813416,0.05
+18543814336,0.05
+18546244768,0.05
+18546247508,0.05
+18544319037,0.05
+18544312672,0.05
+18542438069,0.05
+18542433787,0.05
+18544044818,0.05
+18544047194,0.05
+18546555087,0.05
+18546553798,0.05
+18542069282,0.05
+18542063218,0.05
+19545237892,0
+19545231111,0
+19544843987,0
+19544847155,0
+19544269499,0
+19544267219,0
+19549487314,0
+19549487765,0
+19544632314,0
+19544633447,0
+19548782210,0
+19548782385,0
+19549273136,0
+19549273768,0
+19546276421,0
+19546277969,0
+19547577131,0
+19547574997,0
+19445563834,0.06
+19445563336,0.06
+19449263379,0.06
+19449268198,0.06
+19444507548,0.06
+19444509169,0.06
+19444792540,0.04
+19444794427,0.04
+19446133242,0.06
+19446139744,0.06
+19442627023,0.07
+19442629878,0.07
+19442248002,0.06
+19442242468,0.06
+19442172095,0.05
+19442175968,0.05
+19446853467,0.06
+19446855669,0.06
+17368827004,0.09
+17368822734,0.09
+17368358410,0.11
+17368354151,0.11
+17369215772,0.09
+17369212222,0.09
+17362204096,0.09
+17362208425,0.09
+17369276052,0.08
+17369277104,0.08
+17364794224,0.1
+17364794804,0.1
+17369634077,0.09
+17369632301,0.09
+17366866644,0.09
+17366869941,0.09
+17365757004,0.09
+17365753300,0.09
+16887224479,0
+16887226466,0
+16889524751,0
+16889522450,0
+16888382182,0
+16888388483,0
+16882599913,0
+16882597741,0
+16885728467,0
+16885721782,0
+16885782450,0
+16885784985,0
+16883305750,0
+16883305850,0
+16888559614,0
+16888559408,0
+16886711614,0
+16886712618,0
+33372183767,0
+33372188674,0
+33372754271,0
+33372751717,0
+33372455561,0
+33372453616,0
+33372992112,0
+33372997107,0
+33372295292,0
+33372297715,0
+33372978527,0
+33372979597,0
+33372597940,0
+33372594103,0
+33372189478,0
+33372185512,0
+33372803682,0
+33372803056,0
+33226742060,0
+33226742163,0
+33226222379,0
+33226227148,0
+33226182604,0
+33226184618,0
+33226984707,0
+33226984466,0
+33226821891,0
+33226825384,0
+33226908441,0
+33226901514,0
+33226907635,0
+33226903381,0
+33226697877,0
+33226697905,0
+33226935856,0
+33226936947,0
+33623974039,0
+33623977738,0
+33623876175,0
+33623875403,0
+33623109431,0
+33623105592,0
+33623918717,0
+33623918915,0
+33623514469,0
+33623517364,0
+33623361918,0
+33623365645,0
+33623928519,0
+33623927462,0
+33623967799,0
+33623966612,0
+33623845458,0
+33623849749,0
+33828326718,0
+33828327942,0
+33828765740,0
+33828765344,0
+33828214258,0
+33828215032,0
+33828637715,0
+33828632670,0
+33828583917,0
+33828588026,0
+33828732725,0
+33828731592,0
+33828323722,0
+33828323787,0
+33828179999,0
+33828177558,0
+33828142983,0
+33828147064,0
+33611657073,0
+33611656779,0
+33611842872,0
+33611841389,0
+33611781385,0
+33611785655,0
+33611915952,0
+33611912859,0
+33611384727,0
+33611381244,0
+33611238130,0
+33611233422,0
+33611347742,0
+33611343025,0
+33611469940,0
+33611461545,0
+33611715411,0
+33611712332,0
+347459318046,0
+347459311793,0
+347451837928,0
+347451832636,0
+347451116374,0
+347451112861,0
+347457445705,0
+347457441142,0
+347453542806,0
+347453541245,0
+347454592178,0
+347454595755,0
+347458418559,0
+347458414249,0
+347459464307,0
+347459462948,0
+347451003148,0
+347451004042,0
+346705823645,0
+346705824173,0
+346705525397,0
+346705521527,0
+346707515710,0
+346707514046,0
+346705762790,0
+346705762583,0
+346704921892,0
+346704921648,0
+346708946555,0
+346708945334,0
+346702378207,0
+346702371427,0
+346708791220,0
+346708792502,0
+346701878534,0
+346701873186,0
+346962765347,0
+346962765190,0
+346963618181,0
+346963617564,0
+346962299383,0
+346962299159,0
+346969194588,0
+346969194380,0
+346964938179,0
+346964932489,0
+346964712617,0
+346964714493,0
+346964939397,0
+346964938892,0
+346968774307,0
+346968775411,0
+346966181633,0
+346966188204,0
+348613593476,0.29
+348613594817,0.29
+348619673659,0.33
+348619675414,0.33
+348611992343,0.32
+348611997479,0.32
+348614943208,0.33
+348614947001,0.33
+348611345710,0.33
+348611348754,0.33
+348616926614,0.33
+348616929214,0.33
+348615047622,0.31
+348615045349,0.31
+348619708144,0.33
+348619709740,0.33
+348616839641,0.29
+348616835634,0.29
+347128409592,0.36
+347128401808,0.36
+347122883151,0.32
+347122888569,0.32
+347129918995,0.36
+347129915234,0.36
+347121544177,0.22
+347121546192,0.22
+347129966850,0.31
+347129962577,0.31
+347127369563,0.37
+347127363748,0.37
+347126756802,0.19
+347126756605,0.19
+347123215078,0.28
+347123215023,0.28
+347122267603,0.19
+347122266696,0.19
+4463699764007,0.44
+4463699761390,0.44
+4463621871414,0.48
+4463621872970,0.48
+4463666354314,0.48
+4463666351517,0.48
+4463642004743,0.48
+4463642005618,0.48
+4463647971611,0.48
+4463647973202,0.48
+4463692643577,0.48
+4463692648532,0.48
+4463652043678,0.48
+4463652046534,0.48
+4463645985653,0.48
+4463645987832,0.48
+4463653842507,0.48
+4463653847180,0.48
+4429149324559,0
+4429149327990,0
+4429154163291,0
+4429154161715,0
+4429192934356,0
+4429192938241,0
+4429121754281,0
+4429121754943,0
+4429123038021,0
+4429123036296,0
+4429132572723,0
+4429132571734,0
+4429167192884,0
