+12138881907,0.06
+12138882330,0.06
+12138544426,0.09
+12138543603,0.09
+12139298541,0.07
+12139294901,0.07
+12137206273,0.06
+12137203773,0.06
+12132237696,0.07
+12132239292,0.07
+12138536561,0.06
+12138537609,0.06
+12134453273,0.07
+12134456877,0.07
+12139335668,0.07
+12139338792,0.07
+12133875752,0.09
+12133879058,0.09
+18016281297,0
+18016283033,0
+18014173783,0
+18014176353,0
+18017469076,0
+18017461621,0
+18015349394,0
+18015341516,0
+18014735312,0
+18014739832,0
+18017211810,0
+18017214237,0
+18012572296,0
+18012572697,0
+18018562232,0
+18018564729,0
+18017154269,0
+18017155926,0
+17734491346,0
+17734493401,0
+17738308129,0
+17738309227,0
+17739299903,0
+17739299416,0
+17736463875,0
+17736462918,0
+17736669989,0
+17736666228,0
+17737875687,0
+17737878421,0
+17736945145,0
+17736943076,0
+17735832897,0
+17735833465,0
+17735866436,0
+17735864468,0
+19505233331,0
+19505233160,0
+19506682977,0
+19506686219,0
+19505817180,0
+19505816385,0
+19505922707,0
+19505926662,0
+19503846846,0
+19503843477,0
+19503034380,0
+19503036443,0
+19503716253,0
+19503716816,0
+19506557412,0
+19506556456,0
+19505321898,0
+19505329734,0
+14815932109,0.06
+14815931670,0.06
+14817944353,0.07
+14817941775,0.07
+14816129262,0.08
+14816122151,0.08
+14813748238,0.06
+14813744893,0.06
+14812036585,0.08
+14812032021,0.08
+14812777525,0.07
+14812777308,0.07
+14812491982,0.07
+14812493475,0.07
+14814246788,0.07
+14814246229,0.07
+14815535238,0.07
+14815535141,0.07
+14235244135,0.02
+14235247855,0.02
+14233293121,0.02
+14233292260,0.02
+14234823990,0.02
+14234824801,0.02
+14233136054,0.04
+14233135539,0.04
+14237514278,0.03
+14237515032,0.03
